name,eco,fen,moves
Queen's Pawn Game,D00,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 d5
Queen's Pawn Game: Anglo-Slav Opening,A41,rnbqkbnr/pp2pppp/2pp4/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 c6   c4 d6
Queen's Pawn Game: Anti-Torre,D02,rn1qkbnr/ppp1pppp/8/3p4/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq,  Nf3 d5   d4 Bg4
Queen's Pawn Game: Chandler Gambit,D02,rnbqkbnr/pp2pppp/8/3p4/3p4/5NP1/PPP1PPBP/RNBQK2R b KQkq,  d4 d5   Nf3 c5   g3 cxd4   Bg2
Queen's Pawn Game: Chigorin Variation,D00,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq,  d4 d5   Nc3
Queen's Pawn Game: Colle System,D04,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq,  d4 d5   Nf3 Nf6   e3
"Queen's Pawn Game: Colle System, Anti-Colle",D04,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq,  d4 d5   Nf3 Nf6   e3 Bf5
"Queen's Pawn Game: Colle System, Gruenfeld Formation",A48,rnbqk2r/ppp1ppbp/5np1/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq,  d4 d5   Nf3 Nf6   e3 g6   Bd3 Bg7
Queen's Pawn Game: Franco-Sicilian Defense,C00,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 e6   d4 c5
Queen's Pawn Game: Huebsch Gambit,D00,rnbqkb1r/ppp1pppp/8/3p4/3Pn3/2N5/PPP2PPP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 d5   e4 Nxe4
Queen's Pawn Game: Krause Variation,D02,rnbqkbnr/pp2pppp/8/2pp4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 d5   Nf3 c5
Queen's Pawn Game: Levitsky Attack,D00,rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq,  d4 d5   Bg5
"Queen's Pawn Game: Levitsky Attack, Euwe Variation, Modern Line",D00,rnb1kbnr/pp2ppp1/1qp4p/3p4/3P3B/5N2/PPP1PPPP/RN1QKB1R w KQkq,  d4 d5   Nf3 c6   Bg5 h6   Bh4 Qb6
"Queen's Pawn Game: Levitsky Attack, Welling Variation",D00,rn1qkbnr/ppp1pppp/8/3p2B1/3P2b1/8/PPP1PPPP/RN1QKBNR w KQkq,  d4 d5   Bg5 Bg4
Queen's Pawn Game: Liedmann Gambit,A43,rnbqkbnr/pp1ppppp/8/8/2Pp4/4P3/PP3PPP/RNBQKBNR b KQkq,  d4 c5   c4 cxd4   e3
Queen's Pawn Game: London System,D02,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq,  d4 d5   Nf3 Nf6   Bf4
Queen's Pawn Game: Mason Attack,D00,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq,  d4 d5   Bf4
Queen's Pawn Game: Morris Countergambit,D00,rnbqkbnr/pp2pppp/8/2pp4/3PPB2/8/PPP2PPP/RN1QKBNR b KQkq,  d4 d5   Bf4 c5   e4
Queen's Pawn Game: Steinitz Countergambit,D00,rnbqkbnr/pp2pppp/8/2pp4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq,  d4 d5   Bf4 c5
Queen's Pawn Game: Stonewall Attack,D00,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/3BP3/PPP2PPP/RNBQK1NR b KQkq,  d4 d5   e3 Nf6   Bd3
Queen's Pawn Game: Symmetrical Variation,D02,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 d5   Nf3 Nf6
"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",D02,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq,  d4 d5   Nf3 Nf6   g3
Queen's Pawn Game: Torre Attack,D03,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq,  d4 d5   Nf3 Nf6   Bg5
"Queen's Pawn Game: Torre Attack, Gossip Variation",D03,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn3/5N2/PPP1PPPP/RN1QKB1R w KQkq,  d4 d5   Nf3 Nf6   Bg5 Ne4
"Queen's Pawn Game: Torre Attack, Gruenfeld Variation",D03,rnbqkb1r/ppp1pp1p/5np1/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq,  d4 d5   Nf3 Nf6   Bg5 g6
"Queen's Pawn Game: Veresov Attack, Alburt Defense",D00,rn1qkbnr/ppp1pppp/8/3p1b2/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 Bf5
"Queen's Pawn Game: Veresov Attack, Anti-Veresov",D00,rn1qkbnr/ppp1pppp/8/3p4/3P2b1/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 Bg4
"Queen's Pawn Game: Veresov Attack, Boyce Defense",D01,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn3/2N5/PPP1PPPP/R2QKBNR w KQkq,  d4 Nf6   Nc3 d5   Bg5 Ne4
"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq,  d4 Nf6   Nf3 e6   Nc3 d5   Bg5
"Queen's Pawn Game: Veresov Attack, Dutch System",A80,rnbqkbnr/ppp1p1pp/8/3p1p2/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 f5   Nc3 d5
"Queen's Pawn Game: Veresov Attack, Fianchetto Defense",D00,rnbqk1nr/ppp1ppbp/6p1/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq,  d4 g6   Nf3 Bg7   Nc3 d5
"Queen's Pawn Game: Veresov Attack, Richter Variation",D01,rn1qkb1r/ppp1pppp/5n2/3p1bB1/3P4/2N2P2/PPP1P1PP/R2QKBNR b KQkq,  d4 Nf6   Nc3 d5   Bg5 Bf5   f3
"Queen's Pawn Game: Veresov Attack, Shaviliuk Gambit",D00,rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 e5
"Queen's Pawn Game: Veresov Attack, Shropshire Defense",D00,rnbqkbnr/ppp1ppp1/8/3p3p/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 h5
"Queen's Pawn Game: Veresov Attack, Two Knights System",D01,r1bqkb1r/pppnpppp/5n2/3p2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq,  d4 Nf6   Nc3 d5   Bg5 Nbd7   Nf3
"Queen's Pawn Game: Veresov Attack, Veresov Variation",D01,rn1qkb1r/ppp1pppp/5B2/3p1b2/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq,  d4 Nf6   Nc3 d5   Bg5 Bf5   Bxf6
Queen's Pawn Game: Zilbermints Countergambit,D02,rnbqkb1r/p1p1pppp/5n2/1p1p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   Nf3 Nf6   c4 b5
Queen's Pawn Game: Zukertort Variation,D02,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq,  d4 d5   Nf3
Queen's Pawn Game: Zurich Gambit,D00,rnbqkbnr/ppp1pppp/8/3p4/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq,  d4 d5   g4
"Queen's Pawn Opening: Veresov Attack, Irish Gambit",D00,rnbqkbnr/pp2pppp/8/2pp4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 d5   Nc3 c5
"Queen's Pawn Opening: Veresov, Richter Attack",D00,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2P2/PPP1P1PP/R1BQKBNR b KQkq,  d4 Nf6   f3 d5   Nc3
"Queen's Pawn, Mengarini Attack",E60,rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PPQ1PPPP/RNB1KBNR b KQkq,  d4 Nf6   c4 g6   Qc2
Rat Defense: Accelerated Gurgenidze,B07,rnbqkbnr/pp2pp1p/2pp2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 g6   d4 d6   Nc3 c6
Rat Defense: Antal Defense,B07,r1bqkbnr/pppnpppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d6   d4 Nd7
Rat Defense: Balogh Defense,B07,rnbqkbnr/ppp1p1pp/3p4/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d6   d4 f5
Rat Defense: English Rat,A41,rnbqkbnr/ppp2ppp/3p4/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d6   c4 e5
"Rat Defense: English Rat, Lisbon Gambit",A41,r1bqkbnr/ppp2ppp/2np4/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d6   c4 e5   dxe5 Nc6
Rat Defense: Fuller Gambit,B07,rnbqkb1r/ppp1pppp/5n2/3P4/5P2/8/PPPP2PP/RNBQKBNR w KQkq,  e4 d6   f4 d5   exd5 Nf6
Rat Defense: Harmonist,B07,rnbqkbnr/ppp1pppp/3p4/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq,  e4 d6   f4
Rat Defense: Petruccioli Attack,B07,rnbqkbnr/ppp1pppp/3p4/8/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq,  e4 d6   h4
Rat Defense: Small Center Defense,C00,rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  d4 e6   e4 d6
Rat Defense: Spike Attack,B06,rnbqkbnr/ppp1pppp/3p4/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq,  e4 d6   g4
Reti Opening,A04,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq,  Nf3
Reti Opening: Advance Variation,A09,rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 d4
"Reti Opening: Advance Variation, Michel Gambit",A09,rnbqkbnr/pp2pppp/8/2p5/1PPp4/5N2/P2PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 d4   b4 c5
"Reti Opening: Anglo-Slav Variation, Bled Variation",A12,rnbqkb1r/pp2pp1p/2p2np1/3p4/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq,  Nf3 d5   b3 Nf6   Bb2 g6   c4 c6
"Reti Opening: Anglo-Slav Variation, Bogoljubov Variation",A12,rnbqkbnr/pp2pppp/2p5/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq,  Nf3 d5   c4 c6   b3
"Reti Opening: Anglo-Slav Variation, Capablanca Variation",A12,rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3N2/PB1PPPPP/RN1QKB1R w KQkq,  c4 Nf6   Nf3 c6   b3 d5   Bb2 Bg4
"Reti Opening: Anglo-Slav Variation, London Defensive System",A12,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq,  c4 Nf6   g3 c6   Nf3 d5   b3 Bf5
"Reti Opening: Anglo-Slav Variation, New York System",A12,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq,  Nf3 Nf6   c4 c6   b3 d5   Bb2 Bf5
"Reti Opening: Anglo-Slav Variation, Torre System",A12,rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3NP1/P2PPP1P/RNBQKB1R w KQkq,  c4 Nf6   g3 c6   Nf3 d5   b3 Bg4
Reti Opening: Penguin Variation,A09,rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKBR1 b Qkq,  Nf3 d5   c4 d4   Rg1
Reti Opening: Reti Accepted,A09,rnbqkbnr/ppp1pppp/8/8/2p5/5N2/PP1PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 dxc4
"Reti Opening: Reti Gambit, Keres Variation",A09,rn1qkbnr/ppp1pppp/4b3/8/2p5/4PN2/PP1P1PPP/RNBQKB1R w KQkq,  Nf3 d5   c4 dxc4   e3 Be6
Reti Opening: Reversed Blumenfeld Gambit,A09,rnbqkbnr/pp2pppp/8/2p5/1PPp4/4PN2/P2P1PPP/RNBQKB1R b KQkq,  Nf3 d5   c4 d4   e3 c5   b4
Reti Opening: Zilbermints Gambit,A09,rnbqkbnr/p1p1pppp/8/1p1p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq,  Nf3 d5   c4 b5
Richter-Veresov Attack,D01,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq,  d4 Nf6   Nc3 d5   Bg5
Robatsch (Modern) Defense,B06,rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 g6   d4 Bg7
Robatsch Defense,A41,rn1qk1nr/ppp1ppbp/3p2p1/8/2PPP1b1/5N2/PP3PPP/RNBQKB1R w KQkq,  d4 d6   Nf3 g6   c4 Bg7   e4 Bg4
Russian Game: Cochrane Gambit,C42,rnbqkb1r/ppp2Npp/3p1n2/8/4P3/8/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nf6   Nxe5 d6   Nxf7
Russian Game: Damiano Variation,C42,rnbqkb1r/pppp1ppp/8/4N3/4n3/8/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nf6   Nxe5 Nxe4
Russian Game: Karklins-Martinovsky Variation,C42,rnbqkb1r/ppp2ppp/3p1n2/8/4P3/3N4/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nf6   Nxe5 d6   Nd3
Russian Game: Modern Attack,C43,rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nf6   d4
"Russian Game: Modern Attack, Center Variation",C43,rnbqkb1r/pppp1ppp/8/4p3/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nf6   d4 Nxe4   Bd3
"Russian Game: Modern Attack, Symmetrical Variation",C43,rnbqkb1r/ppp2ppp/5n2/3pp3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nf6   d4 d5
Russian Game: Moody Gambit,C42,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1QPPP/RNB1KB1R b KQkq,  e4 e5   Nf3 Nf6   Qe2 Nc6   d4
Russian Game: Paulsen Attack,C42,rnbqkb1r/ppp2ppp/3p1n2/8/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nf6   Nxe5 d6   Nc4
Russian Game: Stafford Gambit,C42,r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nf6   Nxe5 Nc6
Russian Game: Three Knights Game,C42,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 e5   Nf3 Nf6   Nc3
Russian Game: Urusov Gambit,C42,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nf6   Bc4
Ruy Lopez,C60,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5
"Ruy Lopez Defense, Halloween Attack",C65,r1bqkb1r/pppp1ppp/2n2n2/1B2N3/4P3/8/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 Nf6   Nxe5
Ruy Lopez: Alapin Defense,C60,r1bqk1nr/pppp1ppp/2n5/1B2p3/1b2P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bb4
Ruy Lopez: Berlin Defense,C65,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Nf6
Ruy Lopez: Bird Variation,C61,r1bqkbnr/pppp1ppp/8/1B2p3/3nP3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Nd4
Ruy Lopez: Brentano Gambit,C60,r1bqkbnr/pppp1p1p/2n5/1B2p1p1/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 g5
Ruy Lopez: Bulgarian Variation,C60,r1bqkbnr/1ppp1ppp/2n5/pB2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a5
Ruy Lopez: Classical Variation,C64,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5
"Ruy Lopez: Classical Variation, Central Variation",C64,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3
"Ruy Lopez: Classical Variation, Cordel Gambit",C64,r1bqk1nr/pppp2pp/2n5/1Bb1pp2/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3 f5
"Ruy Lopez: Classical Variation, Konikowski Gambit",C64,r1bqk1nr/ppp2ppp/2n5/1Bbpp3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3 d5
"Ruy Lopez: Classical Variation, Spanish Wing Gambit",C64,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/1P2P3/5N2/P1PP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   b4
Ruy Lopez: Columbus Variation,C68,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4
Ruy Lopez: Cozio Defense,C60,r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Nge7
Ruy Lopez: Exchange Variation,C68,r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6
Ruy Lopez: Fianchetto Defense,C60,r1bqkbnr/pppp1p1p/2n3p1/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 g6
Ruy Lopez: Lucena Variation,C60,r1bqk1nr/ppppbppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Be7
"Ruy Lopez: Morphy Defense, Caro Variation",C70,r1bqkbnr/2pp1ppp/p1n5/1p2p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 b5
"Ruy Lopez: Morphy Defense, Fianchetto Defense Deferred",C70,r1bqkbnr/1ppp1p1p/p1n3p1/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 g6
"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",C71,r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 d6
"Ruy Lopez: Morphy Defense, Schliemann Defense Deferred",C70,r1bqkbnr/1ppp2pp/p1n5/4pp2/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 f5
Ruy Lopez: Nuernberg Variation,C60,r1bqkbnr/pppp2pp/2n2p2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 f6
Ruy Lopez: Pollock Defense,C60,r1bqkbnr/pppp1ppp/8/nB2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Na5
Ruy Lopez: Retreat Variation,C60,rnbqkbnr/pppp1ppp/8/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Nb8
Ruy Lopez: Rotary-Albany Gambit,C60,r1bqkbnr/p1pp1ppp/1pn5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 b6
Ruy Lopez: Schliemann Defense,C63,r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 f5
"Ruy Lopez: Schliemann Defense, Dyckhoff Variation",C63,r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 f5   Nc3
"Ruy Lopez: Schliemann Defense, Exchange Variation",C63,r1bqkbnr/pppp2pp/2B5/4pp2/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 f5   Bxc6
"Ruy Lopez: Schliemann Defense, Jaenisch Gambit Accepted",C60,r1bqkbnr/pppp2pp/2n5/1B2pP2/8/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 f5   exf5
"Ruy Lopez: Schliemann Defense, Schoenemann Attack",C63,r1bqkbnr/pppp2pp/2n5/1B2pp2/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 f5   d4
Ruy Lopez: Spanish Countergambit,C60,r1bqkbnr/ppp2ppp/2n5/1B1pp3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 d5
Ruy Lopez: Steinitz Defense,C62,r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 d6
Ruy Lopez: Vinogradov Variation,C60,r1b1kbnr/ppppqppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Qe7
Saragossa Opening,A00,rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq,  c3
Scandinavian Defense,B01,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5
Scandinavian Defense: Blackburne Gambit,B01,r1bqkbnr/pp2pppp/2n5/8/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 c6   dxc6 Nxc6
Scandinavian Defense: Blackburne-Kloosterboer Gambit,B01,rnbqkbnr/pp2pppp/2p5/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 c6
Scandinavian Defense: Boehnke Gambit,B01,rn1qkbnr/ppp2ppp/4b3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 e5   dxe6 Bxe6
Scandinavian Defense: Gubinsky-Melts Defense,B01,rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 d5   exd5 Qxd5   Nc3 Qd6
Scandinavian Defense: Icelandic-Palme Gambit,B01,rnbqkb1r/ppp2ppp/4pn2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6   c4 e6
Scandinavian Defense: Kloosterboer Gambit,B01,rnbqkbnr/pp3ppp/2P5/4p3/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 c6   dxc6 e5
Scandinavian Defense: Main Line,B01,rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq,  e4 d5   exd5 Qxd5   Nc3 Qa5
"Scandinavian Defense: Main Line, Leonhardt Gambit",B01,rnb1kbnr/ppp1pppp/8/q7/1P6/2N5/P1PP1PPP/R1BQKBNR b KQkq,  e4 d5   exd5 Qxd5   Nc3 Qa5   b4
Scandinavian Defense: Marshall Variation,B01,rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6   d4 Nxd5
Scandinavian Defense: Mieses-Kotroc Variation,B01,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Qxd5
Scandinavian Defense: Modern Variation,B01,rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6
"Scandinavian Defense: Modern Variation, Wing Gambit",B01,rnbqkb1r/p1p1pp1p/5np1/1p1P4/2PP4/8/PP3PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6   d4 g6   c4 b5
Scandinavian Defense: Panov Transfer,B01,rnbqkb1r/pp2pppp/2p2n2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6   c4 c6
Scandinavian Defense: Portuguese Variation,B01,rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6   d4 Bg4
Scandinavian Defense: Richter Variation,B01,rnbqkb1r/ppp1pp1p/5np1/3P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq,  e4 d5   exd5 Nf6   d4 g6
Scandinavian Defense: Zilbermints Gambit,B01,rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq,  e4 d5   b4
Scotch Game,C44,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   d4
Scotch Game: Goering Gambit,C44,r1bqkbnr/pppp1ppp/2n5/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   d4 exd4   c3
Scotch Game: Lolli Variation,C44,r1bqkbnr/pppp1ppp/8/4p3/3nP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nc6   d4 Nxd4
Scotch Game: Relfsson Gambit,C44,r1bqkbnr/pppp1ppp/2n5/1B6/3pP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   d4 exd4   Bb5
Scotch Game: Scotch Gambit,C44,r1bqkbnr/pppp1ppp/2n5/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   d4 exd4   Bc4
